,formatted_address,latitude,longitude,input_string,number_of_results,status,accuracy,google_place_id,type,postcode
3890,"Nahoon River, South Africa",-32.8909968,27.7818879,Nahoon,2,OK,,,,
3891,,,,20 m from shore at Strand,0,ZERO_RESULTS,,,,
3892,"Hamelin Bay WA 6288, Australia",-34.2283311,115.0559483,Hamelin Bay,1,OK,,,,
3893,"Farallon Islands, San Francisco, CA, USA",37.69891,-123.003361,Southeast Farallon Island,1,OK,,,,
3894,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3895,"Tuvuca Island, Fiji",-17.6713008,-178.8214984,Tuvuca Isalnd,1,OK,,,,
3896,"25950 Acero #345, Mission Viejo, CA 92691, USA",33.6160879,-117.677814,Metro coast,1,OK,,,,
3897,"Mossel Bay, South Africa",-34.1747356,22.0834066,Mossel Bay,1,OK,,,,
3898,"Whakaari / White Island, Bay Of Plenty, New Zealand",-37.522567,177.1796793,White Island,1,OK,,,,
3899,"19325 Gulf Blvd, Indian Shores, FL 33785, USA",27.8484656,-82.842373,"Catfish Rock, between Salt Rock & Shaka’s Rock",1,OK,,,,
3900,"Umhlanga, South Africa",-29.7330347,31.0592806,Umhlanga Rocks,1,OK,,,,
3901,"Hervey Bay QLD 4655, Australia",-25.2881539,152.7676633,"Figtree Ledge, Hervey Bay",1,OK,,,,
3902,"Gonubie River, South Africa",-32.93654050000001,28.0170217,Gonubie River Mouth,1,OK,,,,
3903,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3904,"Dr Pixley Kaseme St, Durban, 4001, South Africa",-29.8581338,31.0255397,"Next to West Street groyne, Durban",1,OK,,,,
3905,"Woolgoolga NSW 2456, Australia",-30.1130375,153.1837924,"Woolgoolga, Coffs Harbour",1,OK,,,,
3906,"Hartenbos, Mossel Bay, 6520, South Africa",-34.1216695,22.0983105,Hartenbos,1,OK,,,,
3907,"Umvoti Local Municipality, South Africa",-29.02044129999999,30.6199895,Umvoti,1,OK,,,,
3908,"Adelaide SA, Australia",-34.9284989,138.6007456,55 miles south of Adelaide,1,OK,,,,
3909,"Pomio, Papua New Guinea",-5.5116454,151.5311224,Pomio,1,OK,,,,
3910,"20 Oxford Street, Lyttelton 8082, New Zealand",-43.603267,172.722716,"Charteris Bay, Lyttleton Harbour",1,OK,,,,
3911,"Kukipi, Papua New Guinea",-8.208715,146.144371,"Kukipi, 150 miles west of Port Moresby in the Lakekamu River area",2,OK,,,,
3912,"Totoya, Fiji",-18.9679631,-179.8177208,"Dravuwalu, Totoya Island",1,OK,,,,
3913,"Rewa River, Guyana",3.759601599999999,-58.71634479999999,Rewa River,1,OK,,,,
3914,,,,Off Mondello Lighthouse,0,ZERO_RESULTS,,,,
3915,"Mermaid Beach QLD 4218, Australia",-28.044,153.437,Mermaid Beach,1,OK,,,,
3916,"Elliott Key, Islandia, FL, USA",25.4396585,-80.2000596,"8 miles south of Elliot Key, Miami-Dade County",1,OK,,,,
3917,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3918,"Koror, Palau",7.3375646,134.4889469,Koror,1,OK,,,,
3919,"Biltmore Beach, Lower Grand Lagoon, FL 32408, USA",30.143814,-85.7579865,"Biltmore Beach, near Panama City",1,OK,,,,
3920,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3921,"El Panul 12, Coquimbo, Chile",-29.9880598,-71.3583902,"El Panul, 12km south of Coquimbo",1,OK,,,,
3922,,,,100 miles offshore,0,ZERO_RESULTS,,,,
3923,,,,Susukana Plantation,0,ZERO_RESULTS,,,,
3924,"Wanda Beach, New South Wales, Australia",-34.0423701,151.1631692,Wanda Beach,1,OK,,,,
3925,"Miami-Dade County, FL, USA",25.5516034,-80.6326916,"Snapper Point Jetty, Miami, Dade County",1,OK,,,,
3926,"Rio Haina, Dominican Republic",18.6003917,-70.1473403,Rio Haina Port,2,OK,,,,
3927,"Chuuk Lagoon, Federated States of Micronesia",7.446879699999998,151.7473389,"Koop Reef, Truk (Chuuk)",1,OK,,,,
3928,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
3929,"Horn Island, Mississippi, USA",30.2359011,-88.66994799999999,Horn Island,1,OK,,,,
3930,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3931,"Mulatupo o Sasardi, Panama",8.946347500000002,-77.7509899,"4 miles from Tuwala, near Mulatuppu",1,OK,,,,
3932,"Trikeri 370 09, Greece",39.1002506,23.0771373,near Trikerion Island,1,OK,,,,
3933,"1116 S Kedzie Ave, Chicago, IL 60612, USA",41.8677233,-87.7063118,Near Fisherman's Island,1,OK,,,,
3934,"San Mateo County, CA, USA",37.4337342,-122.4014193,San Mateo County,1,OK,,,,
3935,"Manila, Metro Manila, Philippines",14.5995124,120.9842195,100 miles southeast of Manila,1,OK,,,,
3936,"113 Charles St, Iluka NSW 2466, Australia",-29.4121404,153.356615,Clarence Head,1,OK,,,,
3937,"Magens Bay Beach, St Thomas 00802, USVI",18.3612418,-64.9241171,"St. Thomas, Magens Bay",1,OK,,,,
3938,"Amanzimtoti, 4126, South Africa",-30.0350427,30.8900839,Amanzimtoti,1,OK,,,,
3939,"Yallingup WA 6282, Australia",-33.6726029,115.0308297,Yallingup,1,OK,,,,
3940,"3550 Wailea Alanui Dr, Kihei, HI 96753, USA",20.692657,-156.442754,"Awili, South Kona, Hawai'i",2,OK,,,,
3941,"Hapuna Beach, Hawaii 96743, USA",19.9922847,-155.8256923,"Hapuna Beach, Hawai'i",1,OK,,,,
3942,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3943,"Namatanai District, Papua New Guinea",-3.6528325,152.3917226,Namatanai,1,OK,,,,
3944,"Wombarra Beach, Wombarra NSW 2515, Australia",-34.2794078,150.9559166,Wombarra Beach near Austinmeer,1,OK,,,,
3945,"Gau Island, Fiji",-18.0112365,179.3132061,"Taibaisa Passage, Gau Island",1,OK,,,,
3946,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3947,"Key West, FL 33040, USA",24.5550593,-81.7799871,Off Key West,1,OK,,,,
3948,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3949,"Sugarloaf Bay, New South Wales 2087, Australia",-33.7831723,151.2231308,"Sugarloaf Bay, Middle Harbour, Sydney",1,OK,,,,
3950,"Evans Head NSW 2473, Australia",-29.1086171,153.4217078,Evans Head,1,OK,,,,
3951,"False Bay, South Africa",-34.2433031,18.6650678,False Bay,1,OK,,,,
3952,"20 King Street, Petone, Wellington 5012, New Zealand",-41.2272222,174.8788889,"Petone Beach, Wellington",1,OK,,,,
3953,"Humewood, Port Elizabeth, 6013, South Africa",-33.9780654,25.6406325,Humewood,1,OK,,,,
3954,"Umdloti, 4319, South Africa",-29.666927,31.1180517,"Peace Cottage, Umdhloti",1,OK,,,,
3955,"Umdloti, 4319, South Africa",-29.666927,31.1180517,"Selection Reef, Umdhloti",1,OK,,,,
3956,"Streaky Bay SA 5680, Australia",-32.797222,134.211111,Off Franklin Island between Streaky Bay & Ceduna,1,OK,,,,
3957,,,,"Limpopo River, 547 km from the sea",0,ZERO_RESULTS,,,,
3958,"Korolevu, Fiji",-17.8684696,177.8862712,Korolevu (South coast between Nadi & Suva),2,OK,,,,
3959,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3960,,,,Shark tank at Oceanographic Research Institute,0,ZERO_RESULTS,,,,
3961,"Carrickalinga SA 5204, Australia",-35.4249075,138.3211018,Carrickalinga Head,1,OK,,,,
3962,"Swartklip, 0370, South Africa",-24.9458762,27.1676501,Swartklip,1,OK,,,,
3963,"Sydney NSW, Australia",-33.8688197,151.2092955,Sydney,1,OK,,,,
3964,"Townsville QLD 4810, Australia",-19.2589635,146.8169483,Townsville,1,OK,,,,
3965,"Farallon Islands, San Francisco, CA, USA",37.69891,-123.003361,Farallon Islands,1,OK,,,,
3966,,,,Off Kisma,0,ZERO_RESULTS,,,,
3967,Bermuda,32.3078,-64.7505,Off Bermuda,1,OK,,,,
3968,"2500 South Shore Blvd, League City, TX 77573, USA",29.5449118,-95.0658268,Paradise Reef,1,OK,,,,
3969,"Playa Villa del Mar, 91810 Veracruz, Ver., Mexico",19.2097285,-96.177043,"Villa del Mar Beach, Veracruz",1,OK,,,,
3970,"West Coast, USA",62.4113634,-149.0729714,Sisi  (west coast of island),1,OK,,,,
3971,"Port Phillip Bay, Victoria, Australia",-38.173206,144.8731219,Port Phillip Bay,1,OK,,,,
3972,"Santa Catalina Island, California 90704, USA",33.3878856,-118.4163103,2 miles off Santa Catalina Island,2,OK,,,,
3973,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3974,"Long Cay, The Bahamas",22.5869933,-74.3528822,Long Cay,1,OK,,,,
3975,"Playa Villa del Mar, 91810 Veracruz, Ver., Mexico",19.2097285,-96.177043,"Villa del Mar Beach, Veracruz",1,OK,,,,
3976,"Castle Esplanade, Stirling FK8 1EJ, UK",56.1237904,-3.947428,Off the passenger liner Stirling Castle,1,OK,,,,
3977,"Circeo Mountain, 04017 San Felice Circeo, Province of Latina, Italy",41.2381661,13.0457514,"Circeo, Secca del Quadro",1,OK,,,,
3978,,,,2 km north of Apollonia,0,ZERO_RESULTS,,,,
3979,"Kaleüçağız, 07570 Demre/Antalya, Turkey",36.19715,29.847144,Ucagiz,1,OK,,,,
3980,,,,Kufulu Point,0,ZERO_RESULTS,,,,
3981,"Solana Beach, CA, USA",32.991155,-117.2711481,"Solana Beach, San Diego County",1,OK,,,,
3982,"North Palm Beach, FL, USA",26.8171165,-80.0590804,6 miles north of Palm Beach,1,OK,,,,
3983,,,,Robbesteen,0,ZERO_RESULTS,,,,
3984,"Andy Bowie County Park, 7300 State Park Rd 100, South Padre Island, TX 78597, USA",26.1409171,-97.1717441,"Off Andy Bowie Park, Padre Island, near Port Isabel",1,OK,,,,
3985,"Manasquan, NJ, USA",40.1136928,-74.0376355,"Manasquan, Ocean County",1,OK,,,,
3986,"Tabar Island, Papua New Guinea",-2.9231855,152.0399534,"Pekinberui Village, Tabar Island",1,OK,,,,
3987,"Via del Faro, 1, 04017 San Felice Circeo LT, Italy",41.2224264,13.0686065,"Circeo, Secca del Faro",1,OK,,,,
3988,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3989,"Hilton Head Island, SC, USA",32.216316,-80.752608,"Off Hilton Head, Beaufort County ",1,OK,,,,
3990,,,,"Onboard tuna boat, M.V. Toscui Maru",0,ZERO_RESULTS,,,,
3991,"San Clemente Island, California, USA",32.9028812,-118.4980744,30 miles south of San Clemente Island,1,OK,,,,
3992,"Jekyll Island, Georgia 31527, USA",31.07349189999999,-81.4114142,"St. Simons Island or Jeykll Island, Glynn County",1,OK,,,,
3993,"Jekyll Island, Georgia 31527, USA",31.07349189999999,-81.4114142,"Jekyll Island, Glynn County",1,OK,,,,
3994,"Mykonos, Mikonos, Greece",37.4467354,25.3288845,Near Mykonos Island,1,OK,,,,
3995,"Fernandina Beach, FL 32034, USA",30.6696818,-81.46259189999999,"Fernandina Beach, Nassau County",1,OK,,,,
3996,"Outside, Cape Town, South Africa",-34.2290394,18.4703994,"Millers Point, False Bay",1,OK,,,,
3997,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
3998,"San Francisco Bay, California, USA",37.6909682,-122.3107517,San Francisco Bay,1,OK,,,,
3999,"San Francisco Bay, California, USA",37.6909682,-122.3107517,San Francisco Bay,1,OK,,,,
4000,"San Francisco Bay, California, USA",37.6909682,-122.3107517,San Francisco Bay,1,OK,,,,
4001,,,,"Mouth of Suareng River, a mile from Taludig",0,ZERO_RESULTS,,,,
4002,"Hilton Head Island, SC, USA",32.216316,-80.752608,"Hilton Head, Beaufort County",1,OK,,,,
4003,"Emu Point WA 6330, Australia",-34.9977653,117.9383683,Emu Point,1,OK,,,,
4004,"San Francisco, CA, USA",37.7749295,-122.4194155,"12' tank at Steinhart Aquarium, San Francisco",1,OK,,,,
4005,"Palm Beach Inlet, Palm Beach, FL 33480, USA",26.772285,-80.037263,"Riviera Beach, near Palm Beach Inlet, Palm Beach County",1,OK,,,,
4006,"Jupiter, FL, USA",26.9342246,-80.0942087,"Jupiter, Palm Beach County",1,OK,,,,
4007,"Newport Beach, CA, USA",33.6188829,-117.9298493,"8 miles off Newport Beach, Orange County",1,OK,,,,
4008,"Suva, Fiji",-18.1248086,178.4500789,Near Suva,1,OK,,,,
4009,"Nobbys Beach, New South Wales, Australia",-32.9238417,151.7928437,Nobbys Beach,1,OK,,,,
4010,"Xai-Xai District, Mozambique",-25.060476,33.6958809,Xai Xai,1,OK,,,,
4011,"100 Lake Hanna Street, Palm Lakes Estate, Umhlali, Iron Township, MO 63650, USA",37.6491867,-90.58608559999999,Umhlali,1,OK,,,,
4012,"East London, London, UK",51.55633,0.0655092,East London,1,OK,,,,
4013,"The Aldermen Islands, New Zealand",-36.9716392,176.0815511,Alderman Islands,1,OK,,,,
4014,"Norah Head, NSW 2263, Australia",-33.2815439,151.5791475,Norah Head,1,OK,,,,
4015,,,,Matukar village ,0,ZERO_RESULTS,,,,
4016,"Daugo Island, Papua New Guinea",-9.5141165,147.0477821,Fisherman’s Island near Port Moresby,1,OK,,,,
4017,"Long Beach, CA, USA",33.7700504,-118.1937395,Long Beach,1,OK,,,,
4018,"Smith Rock State Park, Terrebonne, OR 97760, USA",44.3682459,-121.1405814,Between Smith’s Rock & Moreton Island,1,OK,,,,
4019,"Winklespruit, Kingsburgh, 4126, South Africa",-30.1046546,30.8527655,Winkelspruit,1,OK,,,,
4020,"Winklespruit, Kingsburgh, 4126, South Africa",-30.1046546,30.8527655,Winkelspruit,1,OK,,,,
4021,"Greenmount Beach, Queensland, Australia",-28.1639838,153.547601,Greenmount Beach,1,OK,,,,
4022,"New Plymouth, New Zealand",-39.0556253,174.0752278,South of New Plymouth,1,OK,,,,
4023,"Guadalcanal, Solomon Islands",-9.577328399999999,160.1455805,"North Coast, Guadalcanal Island",1,OK,,,,
4024,"Oreti Beach 9879, New Zealand",-46.4382495,168.2318206,Oreti Beach,1,OK,,,,
4025,"Praia Sepulveda, Mozambique",-25.1186111,33.7275,Praia Sepulveda,1,OK,,,,
4026,"Cronulla NSW 2230, Australia",-34.05744,151.15219,Cronulla,1,OK,,,,
4027,"Margate, FL, USA",26.2445263,-80.206436,Margate,1,OK,,,,
4028,"Pigeon Bay 7583, New Zealand",-43.6881778,172.8945438,"Pigeon Bay, Canterbury",1,OK,,,,
4029,"Slipper Island, Waikato, New Zealand",-37.0486753,175.9432291,"Slipper Island, Coromandel Peninsula",1,OK,,,,
4030,"Farallon Islands, San Francisco, CA, USA",37.69891,-123.003361,Farallon Islands,1,OK,,,,
4031,"Long Reef Beach, New South Wales, Australia",-33.7460834,151.3040716,"Long Reef, North Manly",1,OK,,,,
4032,"Lennox Head NSW 2478, Australia",-28.8,153.583333,"Lennox Head, Ballina",1,OK,,,,
4033,"Marino Recreation Center, 259-269 Huntington Ave, Boston, MA 02115, USA",42.3400816,-71.09062039999999,Marino,1,OK,,,,
4034,,,,Jukuataia Village,0,ZERO_RESULTS,,,,
4035,"Westport, CA, USA",39.6357155,-123.783075,"Fairdown Beach, 5 miles north of Westport",1,OK,,,,
4036,"Ceduna SA 5690, Australia",-32.1305851,133.6817145,Ceduna,1,OK,,,,
4037,"Lake Illawarra, New South Wales, Australia",-34.5232248,150.8434913,Lake Illawarra,2,OK,,,,
4038,"Dicky Beach QLD 4551, Australia",-26.783,153.133,Dicky Beach,1,OK,,,,
4039,"Sydney NSW, Australia",-33.8688197,151.2092955,Sydney,1,OK,,,,
4040,"Groot Brakrivier, South Africa",-34.0482945,22.2205183,6 km off Groot Brak River,1,OK,,,,
4041,"16287 Perdido Key Dr, Pensacola, FL 32507, USA",30.286918,-87.4870633,"Seaspray, near Sale",1,OK,,,,
4042,"Roi-Namur, Kwajalein Atoll, RMI",9.39664,167.4716313,Roi-namur Island,1,OK,,,,
4043,"Aigua Blava, Spain",41.936118,3.2162706,Aigua Blava,1,OK,,,,
4044,"Waiwerang Kota, East Adonara, East Flores Regency, East Nusa Tenggara, Indonesia",-8.3857489,123.161861,Waewerang,1,OK,,,,
4045,"Dangerous Reef, South Australia, Australia",-34.8166667,136.2291667,Dangerous Reef,1,OK,,,,
4046,"Lamberts Beach, Queensland, Australia",-21.0743916,149.2282795,"Lambert's Beach, Mackay",1,OK,,,,
4047,"Lamberts Beach, Queensland, Australia",-21.0743916,149.2282795,"Lambert’s Beach, Mackay",1,OK,,,,
4048,"Umhlanga, South Africa",-29.7330347,31.0592806,Umhlanga Rocks,1,OK,,,,
4049,"W Coast Dr, Watermans Bay WA 6019, Australia",-31.8567433,115.7514673,"North of main swimming area in Waterman's Bay Beach, Perth",1,OK,,,,
4050,"1156 High St, Santa Cruz, CA 95064, USA",36.9971217,-122.0542688,Cowell,1,OK,,,,
4051,"Praia Sepulveda, Mozambique",-25.1186111,33.7275,Praia Sepulveda,1,OK,,,,
4052,"Noosa Heads QLD 4567, Australia",-26.398,153.093,Noosa Heads,1,OK,,,,
4053,"Horn Island Airport (HID), Airport Rd, Horn QLD 4875, Australia",-10.591054,142.2945494,"Horn Island, near Thursday Island",1,OK,,,,
4054,"Acapulco, Guerrero, Mexico",16.8531086,-99.8236533,Northwest of Acapulco,1,OK,,,,
4055,"Manila Bay, Philippines",14.5188312,120.7579834,Manila Bay,1,OK,,,,
4056,"Ocean Ridge, FL, USA",26.5270157,-80.0483747,"Ocean Ridge, Boca Raton, Palm Beach County",1,OK,,,,
4057,"Lelepa, Vanuatu",-17.6009757,168.2105857, Lelepa Island,1,OK,,,,
4058,"Boca Raton, FL, USA",26.3683064,-80.1289321,"Boca Raton, Palm Beach County",1,OK,,,,
4059,"Florida Keys, Florida, USA",25.0273356,-81.5357506,"Florida Keys, Monroe County",1,OK,,,,
4060,"Opatija, Croatia",45.3376197,14.305196,"Opatija, northwestern coast of Rijeka Bay",1,OK,,,,
4061,,,,Near entrance to Dar-es-Salaam Harbour,0,ZERO_RESULTS,,,,
4062,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
4063,"Kharg, Iran",29.2457199,50.3120667,Khark Island,1,OK,,,,
4064,"30015 Chioggia, Metropolitan City of Venice, Italy",45.2190746,12.2786505, Chioggia,1,OK,,,,
4065,"Broome County, NY, USA",42.1791865,-75.8533954,Broome,3,OK,,,,
4066,"Coast Hwy, Bodega Bay, CA 94923, USA",38.3818001,-123.0817291,"Portuguese Beach at mouth of Salmon Creek, Sonoma County",1,OK,,,,
4067,"Pawleys Island, SC, USA",33.4332236,-79.12143130000001,"Pawley’s Island, Georgetown County",1,OK,,,,
4068,,,,6 miles from shore,0,ZERO_RESULTS,,,,
4069,"Pearl Harbor Entrance, Joint Base Pearl Harbor-Hickam, HI 96706, USA",21.3244508,-157.9676681,"Pearl Harbor Channel, O'ahu",1,OK,,,,
4070,"Vanimo, Papua New Guinea",-2.6896767,141.2998457,Vanimo  on Musu side of Wutong anchorage,2,OK,,,,
4071,"Whitewood Point, Lloyd Harbor, NY 11743, USA",40.9231536,-73.49567739999999,Whitewood Point on Lloyd Neck in Oyster Bay,1,OK,,,,
4072,"İnciraltı, İnciraltı Cd., 35330 Balçova/İzmir, Turkey",38.4058446,27.0357714,"İnciralti Beach, İzmir ",1,OK,,,,
4073,"Cape Moreton, Queensland, Australia",-27.0333333,153.4666667,Cape Moreton,1,OK,,,,
4074,"47838 Riccione, Province of Rimini, Italy",43.9921085,12.6503292,Riccione,1,OK,,,,
4075,,,,"Jarque, just south of Piňas Bay",0,ZERO_RESULTS,,,,
4076,"Florida, USA",25.5906051,-80.0965452,"500 yards from Fowey Rock Light, 9 miles east of Key Biscayne, Miami",2,OK,,,,
4077,"Jensen Beach, FL 34957, USA",27.2544906,-80.22976969999999,"Jensen Beach, Martin County",1,OK,,,,
4078,"Ponte Vedra Beach, FL 32082, USA",30.2400058,-81.3852595,"Ponte Vedra Beach, St. Johns County",1,OK,,,,
4079,"Rabaul, Papua New Guinea",-4.1999648,152.1644612,Rabaul,1,OK,,,,
4080,"Manus Province, Papua New Guinea",-2.0941169,146.8760951,"Rossun, Manus",1,OK,,,,
4081,"Tomales Point Trail, California 94937, USA",38.2143777,-122.974766,"Tomales Point, Marin County",1,OK,,,,
4082,"Kokopo, Papua New Guinea",-4.3499796,152.2714594,Kokopo,1,OK,,,,
4083,"Laguna Beach, FL 32413, USA",30.2396463,-85.92410249999999,"Laguna Beach, Bay County",1,OK,,,,
4084,"Quinns Rocks WA 6030, Australia",-31.6605175,115.6959328,"Quinn’s Rocks, south of Yanchep",1,OK,,,,
4085,"Palm Beach County, FL, USA",26.6514503,-80.2767327,Palm Beach County,1,OK,,,,
4086,"Trial Bay, New South Wales, Australia",-30.879986,153.0576088,"Trial Bay, north of Kempsey",1,OK,,,,
4087,"Praia Sepulveda, Mozambique",-25.1186111,33.7275,"Sepulveda Beach, Xai Xai",1,OK,,,,
4088,"23 Beach Rd, Humewood, Port Elizabeth, 6013, South Africa",-33.9776241,25.6489828,Port Elizabeth Oceanarium,1,OK,,,,
4089,"Florida, USA",25.5906051,-80.0965452,"Fowey Rock Light, Miami",1,OK,,,,
4090,"Otford, Sevenoaks, UK",51.311376,0.189816,Otford,1,OK,,,,
4091,"Nambucca Heads NSW 2448, Australia",-30.6419702,152.9978834,10 miles off Nambucca Heads  onboard trawler,1,OK,,,,
4092,"Xai-Xai District, Mozambique",-25.060476,33.6958809,Xai Xai,1,OK,,,,
4093,Dubai - United Arab Emirates,25.2048493,55.2707828,Dubai,1,OK,,,,
4094,"Flinders Island, Tasmania 7255, Australia",-39.9836386,148.052689,Flinders Island,1,OK,,,,
4095,"Rottnest Island WA 6161, Australia",-32.0063677,115.5073002,Rottnest Island,1,OK,,,,
4096,"Glenelg SA 5045, Australia",-34.982,138.516,Glenelg Breakwater,1,OK,,,,
4097,"Worm Bay Rd, Warrnambool VIC 3280, Australia",-38.3974833,142.4726155,Lady Beach at Warrnambool,2,OK,,,,
4098,"Shark Bay, Western Australia, Australia",-25.7834193,113.2987712,Shark Bay,2,OK,,,,
4099,"Aldinga Beach SA 5173, Australia",-35.281,138.454,Aldinga Beach,1,OK,,,,
4100,,,,"Leeward side of island, directly in back of Mid-Pac barrel storage area",0,ZERO_RESULTS,,,,
4101,St Lucia,13.909444,-60.978893,St. Lucia,1,OK,,,,
4102,,,,"Wotua Beach, 70 miles from Suva",0,ZERO_RESULTS,,,,
4103,"3400 W Girard Ave, Philadelphia, PA 19104, USA",39.9720828,-75.1958487,"Fairmount Park Aquarium, Philadelphia",1,OK,,,,
4104,"Mount Martha Beach North, Mount Martha VIC 3934, Australia",-38.2637496,145.0158385,Mount Martha Beach,2,OK,,,,
4105,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
4106,"Sea Point, Cape Town, 8005, South Africa",-33.9169494,18.3875487,Sea Point,1,OK,,,,
4107,"Nahoon River, South Africa",-32.8909968,27.7818879,Nahoon,2,OK,,,,
4108,"Carnac Island, Western Australia, Australia",-32.1209579,115.6620901,Carnac Island,1,OK,,,,
4109,"Santa Monica Bay, Los Angeles, CA, USA",33.938889,-118.504167,"Topanga Canyon Beach, Santa Monica Bay",1,OK,,,,
4110,,,,Frikkies Bay,0,ZERO_RESULTS,,,,
4111,"Amanzimtoti, 4126, South Africa",-30.0350427,30.8900839,Amanzimtoti,1,OK,,,,
4112,Cook Islands,-21.236736,-159.777671,Cook Island,1,OK,,,,
4113,"Winklespruit, Kingsburgh, 4126, South Africa",-30.1046546,30.8527655,Winkelspruit,1,OK,,,,
4114,"Isla Grande, Panama",9.6326757,-79.5645585,"East of La Grande Island, North of Panama Canal",2,OK,,,,
4115,"45 Stokes Hill Rd, Darwin City NT 0800, Australia",-12.4704592,130.8491534,"Stokes Hill Wharf, Darwin",1,OK,,,,
4116,,,,190 km to 240 km from the sea,0,ZERO_RESULTS,,,,
4117,"Strandfontein, 8149, South Africa",-31.7469231,18.2288552,Strandfontein,1,OK,,,,
4118,"Palm Beach, FL, USA",26.7056206,-80.0364297,Palm Beach,1,OK,,,,
4119,"Tasman Island, Tasmania, Australia",-43.2381627,148.0023939,Off Tasman Island,1,OK,,,,
4120,"3333 Bristol St, Costa Mesa, CA 92626, USA",33.69100299999999,-117.8889767,South coast,1,OK,,,,
4121,Roncador Bank,13.566667,-80.066667,"Roncador Bank, 135 nm north of San Andres ",1,OK,,,,
4122,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
4123,,,,Thiaroye Guedi,0,ZERO_RESULTS,,,,
4124,"Maui, Hawaii, USA",20.7983626,-156.3319253,Maui,1,OK,,,,
4125,"Mā‘Ili Point, Maili, HI 96792, USA",21.4047221,-158.1794444,"Maile Point, O'ahu",1,OK,,,,
